gas used, block number, num trades
524173, 1624, 0
737258, 1625, 0
604921, 1626, 0
185480, 1627, 0
367163, 1628, 0
391836, 1629, 0
560061, 1630, 0
308845, 1631, 0
207776, 1632, 0
185480, 1633, 0
499500, 1634, 0
194318, 1635, 0
160673, 1636, 0
293144, 1637, 0
555575, 1638, 0
755202, 1639, 0
696884, 1640, 0
456883, 1641, 0
245907, 1642, 0
351462, 1643, 0
270580, 1644, 0
784361, 1645, 0
185480, 1646, 0
546603, 1647, 0
510715, 1648, 0
243664, 1649, 0
145106, 1650, 0
338004, 1651, 0
533145, 1652, 0
156187, 1653, 0
759688, 1654, 0
443425, 1655, 0
634080, 1656, 0
506229, 1657, 0
486042, 1658, 0
223611, 1659, 0
385107, 1660, 0
833707, 1661, 0
228097, 1662, 0
223611, 1663, 0
232449, 1664, 0
338004, 1665, 0
382864, 1666, 0
196561, 1667, 0
625108, 1668, 0
156123, 1669, 0
510715, 1670, 0
250527, 1671, 0
187723, 1672, 0
387350, 1673, 0
203290, 1674, 0
456883, 1675, 0
719314, 1676, 0
178751, 1677, 0
311088, 1678, 0
712585, 1679, 0
178617, 1680, 0
822492, 1681, 0
495014, 1682, 0
275200, 1683, 0
158430, 1684, 0
717071, 1685, 0
804548, 1686, 0
246041, 1687, 0
277443, 1688, 0
844922, 1689, 0
270714, 1690, 0
243798, 1691, 0
768660, 1692, 0
214639, 1693, 0
275200, 1694, 0
263985, 1695, 0
203424, 1696, 0
809034, 1697, 0
735015, 1698, 0
865109, 1699, 0
263851, 1700, 0
239312, 1701, 0
510715, 1702, 0
560061, 1703, 0
441182, 1704, 0
788847, 1705, 0
562304, 1706, 0
248150, 1707, 0
281929, 1708, 0
187589, 1709, 0
900997, 1710, 0
142729, 1711, 0
234692, 1712, 0
281929, 1713, 0
194318, 1714, 0
847165, 1715, 0
607164, 1716, 0
317683, 1717, 0
255013, 1718, 0
250527, 1719, 0
461369, 1720, 0
241357, 1721, 0
777632, 1722, 0
286415, 1723, 0
326655, 1724, 0
483799, 1725, 0
874081, 1726, 0
