gas used, block number, num trades
273939, 13, 0
144970, 14, 0
136473, 15, 0
138377, 16, 0
140620, 17, 0
136473, 18, 0
145897, 19, 0
136473, 20, 0
145106, 21, 0
136791, 22, 0
142863, 23, 0
138970, 24, 0
140620, 25, 0
151835, 26, 0
140486, 27, 0
147349, 28, 0
138377, 29, 0
163841, 30, 0
165293, 31, 0
168327, 32, 0
143520, 33, 0
154078, 34, 0
142863, 35, 0
175056, 36, 0
147349, 37, 0
136473, 38, 0
167536, 39, 0
151835, 40, 0
145106, 41, 0
187723, 42, 0
142729, 43, 0
174265, 44, 0
158564, 45, 0
185480, 46, 0
176508, 47, 0
189966, 48, 0
194452, 49, 0
169779, 50, 0
145106, 51, 0
194452, 52, 0
210153, 53, 0
136473, 54, 0
142729, 55, 0
136473, 56, 0
189966, 57, 0
138377, 58, 0
163050, 59, 0
151835, 60, 0
189966, 61, 0
138243, 62, 0
216882, 63, 0
207910, 64, 0
174265, 65, 0
140486, 66, 0
136339, 67, 0
144972, 68, 0
185480, 69, 0
194452, 70, 0
145106, 71, 0
196695, 72, 0
140486, 73, 0
140486, 74, 0
180994, 75, 0
176508, 76, 0
151835, 77, 0
246041, 78, 0
147349, 79, 0
183237, 80, 0
163050, 81, 0
144972, 82, 0
185480, 83, 0
259499, 84, 0
176508, 85, 0
153944, 86, 0
187723, 87, 0
183237, 88, 0
178751, 89, 0
142863, 90, 0
228097, 91, 0
142729, 92, 0
234826, 93, 0
243798, 94, 0
266228, 95, 0
221368, 96, 0
194452, 97, 0
230340, 98, 0
201181, 99, 0
293144, 100, 0
149592, 101, 0
149458, 102, 0
180994, 103, 0
257256, 104, 0
279686, 105, 0
228097, 106, 0
185480, 107, 0
198938, 108, 0
246041, 109, 0
138377, 110, 0
297630, 111, 0
317817, 112, 0
171888, 113, 0
252770, 114, 0
299873, 115, 0
162916, 116, 0
185480, 117, 0
147215, 118, 0
149592, 119, 0
167402, 120, 0
205667, 121, 0
153944, 122, 0
136339, 123, 0
156321, 124, 0
207910, 125, 0
160807, 126, 0
275200, 127, 0
163050, 128, 0
136339, 129, 0
232583, 130, 0
144972, 131, 0
160807, 132, 0
212396, 133, 0
219125, 134, 0
277443, 135, 0
142863, 136, 0
158564, 137, 0
290901, 138, 0
158564, 139, 0
151835, 140, 0
140486, 141, 0
189966, 142, 0
275200, 143, 0
232583, 144, 0
268471, 145, 0
165159, 146, 0
136339, 147, 0
138243, 148, 0
196695, 149, 0
144972, 150, 0
198804, 151, 0
241555, 152, 0
204081, 153, 0
212396, 154, 0
196695, 155, 0
378378, 156, 0
189832, 157, 0
140620, 158, 0
154078, 159, 0
243798, 160, 0
369406, 161, 0
344733, 162, 0
252770, 163, 0
196561, 164, 0
194318, 165, 0
239312, 166, 0
261742, 167, 0
142863, 168, 0
185346, 169, 0
358191, 170, 0
154078, 171, 0
178617, 172, 0
344733, 173, 0
322303, 174, 0
156187, 175, 0
259499, 176, 0
353705, 177, 0
329032, 178, 0
355948, 179, 0
167536, 180, 0
270714, 181, 0
165293, 182, 0
284172, 183, 0
252770, 184, 0
367163, 185, 0
241555, 186, 0
351462, 187, 0
187723, 188, 0
414266, 189, 0
407537, 190, 0
360434, 191, 0
313331, 192, 0
313331, 193, 0
243798, 194, 0
441182, 195, 0
441182, 196, 0
432210, 197, 0
151835, 198, 0
172022, 199, 0
263985, 200, 0
234826, 201, 0
387350, 202, 0
409780, 203, 0
178617, 204, 0
302116, 205, 0
250527, 206, 0
441182, 207, 0
275200, 208, 0
306602, 209, 0
160807, 210, 0
468098, 211, 0
360434, 212, 0
151835, 213, 0
376135, 214, 0
290901, 215, 0
158564, 216, 0
495014, 217, 0
499500, 218, 0
391836, 219, 0
153944, 220, 0
198938, 221, 0
324546, 222, 0
241555, 223, 0
156187, 224, 0
441182, 225, 0
174265, 226, 0
194452, 227, 0
214639, 228, 0
355948, 229, 0
519687, 230, 0
326789, 231, 0
281929, 232, 0
454640, 233, 0
479313, 234, 0
140486, 235, 0
138377, 236, 0
465855, 237, 0
499500, 238, 0
255013, 239, 0
293144, 240, 0
358191, 241, 0
286415, 242, 0
338004, 243, 0
214639, 244, 0
174131, 245, 0
470341, 246, 0
499500, 247, 0
407537, 248, 0
407537, 249, 0
225854, 250, 0
219125, 251, 0
380621, 252, 0
207776, 253, 0
503986, 254, 0
535388, 255, 0
360434, 256, 0
526416, 257, 0
495014, 258, 0
425481, 259, 0
425481, 260, 0
512958, 261, 0
183237, 262, 0
13717094, 264, 142
