gas used, block number, num trades
273939, 81, 0
144970, 82, 0
136473, 83, 0
136473, 84, 0
141411, 85, 0
142863, 86, 0
136275, 87, 0
140620, 88, 0
136473, 89, 0
136339, 90, 0
140486, 91, 0
147349, 92, 0
140620, 93, 0
136473, 94, 0
149592, 95, 0
138377, 96, 0
149592, 97, 0
160807, 98, 0
158564, 99, 0
156321, 100, 0
170570, 101, 0
138377, 102, 0
174265, 103, 0
149592, 104, 0
156321, 105, 0
140486, 106, 0
142863, 107, 0
136339, 108, 0
178751, 109, 0
169779, 110, 0
147215, 111, 0
149458, 112, 0
158564, 113, 0
169779, 114, 0
180994, 115, 0
156321, 116, 0
140486, 117, 0
151835, 118, 0
151835, 119, 0
198938, 120, 0
165293, 121, 0
172022, 122, 0
160807, 123, 0
196695, 124, 0
187723, 125, 0
145106, 126, 0
198938, 127, 0
140486, 128, 0
136275, 129, 0
198938, 130, 0
144972, 131, 0
196695, 132, 0
147215, 133, 0
189966, 134, 0
216882, 135, 0
136473, 136, 0
151701, 137, 0
225854, 138, 0
194452, 139, 0
138377, 140, 0
216882, 141, 0
169779, 142, 0
165950, 143, 0
189966, 144, 0
239312, 145, 0
138243, 146, 0
232583, 147, 0
192209, 148, 0
149592, 149, 0
158564, 150, 0
255804, 151, 0
178751, 152, 0
230340, 153, 0
149458, 154, 0
149458, 155, 0
203424, 156, 0
147349, 157, 0
171888, 158, 0
230340, 159, 0
136473, 160, 0
163050, 161, 0
183237, 162, 0
177101, 163, 0
147215, 164, 0
180860, 165, 0
169645, 166, 0
203424, 167, 0
198938, 168, 0
212396, 169, 0
176374, 170, 0
183237, 171, 0
192209, 172, 0
153944, 173, 0
207910, 174, 0
149592, 175, 0
250527, 176, 0
275200, 177, 0
286415, 178, 0
187723, 179, 0
187589, 180, 0
5526383, 182, 57
