gas used, block number, num trades
216402, 163, 1
138511, 164, 0
216402, 165, 1
216412, 166, 1
160468, 167, 0
162711, 168, 0
149387, 169, 0
140415, 170, 0
149387, 171, 0
156116, 172, 0
140415, 173, 0
147144, 174, 0
144901, 175, 0
140415, 176, 0
216402, 177, 1
216402, 178, 1
216402, 179, 1
140281, 180, 0
144901, 181, 0
449952, 182, 4
167331, 183, 0
169440, 184, 0
151630, 185, 0
140281, 186, 0
294159, 187, 2
294159, 188, 2
147010, 189, 0
151630, 190, 0
160602, 191, 0
371996, 192, 3
216402, 193, 1
216402, 194, 1
140217, 195, 0
216402, 196, 1
165088, 197, 0
216402, 198, 1
138511, 199, 0
216402, 200, 1
138511, 201, 0
216402, 202, 1
216402, 203, 1
216402, 204, 1
169574, 205, 0
151630, 206, 0
294303, 207, 2
138511, 208, 0
216402, 209, 1
216402, 210, 1
151630, 211, 0
140415, 212, 0
216402, 213, 1
294303, 214, 2
294303, 215, 2
449888, 216, 4
216402, 217, 1
160602, 218, 0
147144, 219, 0
138511, 220, 0
149387, 221, 0
162845, 222, 0
171683, 223, 0
140415, 224, 0
294303, 225, 2
140415, 226, 0
142658, 227, 0
216402, 228, 1
216402, 229, 1
216402, 230, 1
138511, 231, 0
216402, 232, 1
294303, 233, 2
147144, 234, 0
372050, 235, 3
216402, 236, 1
144901, 237, 0
216402, 238, 1
138511, 239, 0
294303, 240, 2
216402, 241, 1
138377, 242, 0
138313, 243, 0
216402, 244, 1
216402, 245, 1
153873, 246, 0
151630, 247, 0
449952, 248, 4
144901, 249, 0
138511, 250, 0
216402, 251, 1
839399, 252, 9
216402, 253, 1
153873, 254, 0
216402, 255, 1
294303, 256, 2
138511, 257, 0
138511, 258, 0
178412, 259, 0
294303, 260, 2
187518, 261, 0
138377, 262, 0
216402, 263, 1
140415, 264, 0
216402, 265, 1
216402, 266, 1
144901, 267, 0
216402, 268, 1
216402, 269, 1
216402, 270, 1
216402, 271, 1
144901, 272, 0
216402, 273, 1
142524, 274, 0
178546, 275, 0
527843, 276, 5
138377, 277, 0
216402, 278, 1
138511, 279, 0
147010, 280, 0
216402, 281, 1
372204, 282, 3
144901, 283, 0
171817, 284, 0
216402, 285, 1
144767, 286, 0
140415, 287, 0
174060, 288, 0
162845, 289, 0
144901, 290, 0
185275, 291, 0
449952, 292, 4
216402, 293, 1
216402, 294, 1
216402, 295, 1
167331, 296, 0
294303, 297, 2
216402, 298, 1
138377, 299, 0
216402, 300, 1
158359, 301, 0
169574, 302, 0
216402, 303, 1
216402, 304, 1
216402, 305, 1
209948, 306, 0
216402, 307, 1
144767, 308, 0
683626, 309, 7
171683, 310, 0
138313, 311, 0
216402, 312, 1
165088, 313, 0
142524, 314, 0
372204, 315, 3
216402, 316, 1
216402, 317, 1
216402, 318, 1
138377, 319, 0
138511, 320, 0
216402, 321, 1
216402, 322, 1
216402, 323, 1
165088, 324, 0
683626, 325, 7
216402, 326, 1
138511, 327, 0
140415, 328, 0
294303, 329, 2
216402, 330, 1
138377, 331, 0
216402, 332, 1
216402, 333, 1
140415, 334, 0
216402, 335, 1
216402, 336, 1
216402, 337, 1
294303, 338, 2
138377, 339, 0
216402, 340, 1
216402, 341, 1
216402, 342, 1
216402, 343, 1
140415, 344, 0
917301, 345, 10
138511, 346, 0
216402, 347, 1
216402, 348, 1
372204, 349, 3
216402, 350, 1
138511, 351, 0
142658, 352, 0
372050, 353, 3
216402, 354, 1
216402, 355, 1
216402, 356, 1
176169, 357, 0
216402, 358, 1
216402, 359, 1
178546, 360, 0
216402, 361, 1
527843, 362, 5
294303, 363, 2
138511, 364, 0
216402, 365, 1
173926, 366, 0
140415, 367, 0
138511, 368, 0
171817, 369, 0
142460, 370, 0
216402, 371, 1
140415, 372, 0
173926, 373, 0
216402, 374, 1
144901, 375, 0
140415, 376, 0
149387, 377, 0
216402, 378, 1
147144, 379, 0
162845, 380, 0
449942, 381, 4
216402, 382, 1
216402, 383, 1
294169, 384, 2
169440, 385, 0
216402, 386, 1
216402, 387, 1
140415, 388, 0
138511, 389, 0
144767, 390, 0
185275, 391, 0
294303, 392, 2
216402, 393, 1
142658, 394, 0
294303, 395, 2
180789, 396, 0
144901, 397, 0
449942, 398, 4
216402, 399, 1
216402, 400, 1
216402, 401, 1
216402, 402, 1
216402, 403, 1
216412, 404, 1
138511, 405, 0
216402, 406, 1
140415, 407, 0
216402, 408, 1
216402, 409, 1
142658, 410, 0
151630, 411, 0
216402, 412, 1
142658, 413, 0
216402, 414, 1
216402, 415, 1
294303, 416, 2
138511, 417, 0
216402, 418, 1
142658, 419, 0
216402, 420, 1
216402, 421, 1
140415, 422, 0
194049, 423, 0
216402, 424, 1
605725, 425, 6
140281, 426, 0
216402, 427, 1
156116, 428, 0
216402, 429, 1
294303, 430, 2
683626, 431, 7
216402, 432, 1
216402, 433, 1
138511, 434, 0
216402, 435, 1
294303, 436, 2
162845, 437, 0
216402, 438, 1
182898, 439, 0
294303, 440, 2
138377, 441, 0
216402, 442, 1
138511, 443, 0
140415, 444, 0
144901, 445, 0
142658, 446, 0
140415, 447, 0
216402, 448, 1
216402, 449, 1
183032, 450, 0
294159, 451, 2
216402, 452, 1
144901, 453, 0
147010, 454, 0
167197, 455, 0
216402, 456, 1
187384, 457, 0
216402, 458, 1
216402, 459, 1
140281, 460, 0
216402, 461, 1
149253, 462, 0
140281, 463, 0
216402, 464, 1
216402, 465, 1
294303, 466, 2
216402, 467, 1
216402, 468, 1
216402, 469, 1
294303, 470, 2
138511, 471, 0
372060, 472, 3
178546, 473, 0
138511, 474, 0
189761, 475, 0
216402, 476, 1
216402, 477, 1
149387, 478, 0
138511, 479, 0
216402, 480, 1
216402, 481, 1
216402, 482, 1
138511, 483, 0
216402, 484, 1
216412, 485, 1
216402, 486, 1
144901, 487, 0
142658, 488, 0
216402, 489, 1
156116, 490, 0
216402, 491, 1
216402, 492, 1
216402, 493, 1
156116, 494, 0
156116, 495, 0
200976, 496, 0
216402, 497, 1
185275, 498, 0
165088, 499, 0
216402, 500, 1
151630, 501, 0
294303, 502, 2
169574, 503, 0
140281, 504, 0
144901, 505, 0
160602, 506, 0
216402, 507, 1
149387, 508, 0
140281, 509, 0
160602, 510, 0
140415, 511, 0
205328, 512, 0
171817, 513, 0
151630, 514, 0
153873, 515, 0
149253, 516, 0
216402, 517, 1
164954, 518, 0
187518, 519, 0
147144, 520, 0
156116, 521, 0
171817, 522, 0
144901, 523, 0
294303, 524, 2
216402, 525, 1
605735, 526, 6
207705, 527, 0
140281, 528, 0
216402, 529, 1
138511, 530, 0
171817, 531, 0
138377, 532, 0
221163, 533, 0
232378, 534, 0
216402, 535, 1
216402, 536, 1
142524, 537, 0
216402, 538, 1
142524, 539, 0
190448, 540, 1
174060, 541, 0
216402, 542, 1
216402, 543, 1
216402, 544, 1
169440, 545, 0
527843, 546, 5
216402, 547, 1
138511, 548, 0
138511, 549, 0
142524, 550, 0
216402, 551, 1
294303, 552, 2
216402, 553, 1
216402, 554, 1
142658, 555, 0
144901, 556, 0
160602, 557, 0
216402, 558, 1
198733, 559, 0
216268, 560, 1
995193, 561, 11
183032, 562, 0
138511, 563, 0
176303, 564, 0
140415, 565, 0
216402, 566, 1
527843, 567, 5
160602, 568, 0
216402, 569, 1
138511, 570, 0
149387, 571, 0
191870, 572, 0
216402, 573, 1
216402, 574, 1
216402, 575, 1
225515, 576, 0
138377, 577, 0
171817, 578, 0
207571, 579, 0
216402, 580, 1
216402, 581, 1
216402, 582, 1
142524, 583, 0
449952, 584, 4
216402, 585, 1
216402, 586, 1
138377, 587, 0
216402, 588, 1
216402, 589, 1
216402, 590, 1
216402, 591, 1
216402, 592, 1
216402, 593, 1
605735, 594, 6
236864, 595, 0
216402, 596, 1
216402, 597, 1
138511, 598, 0
227694, 599, 0
174060, 600, 0
216402, 601, 1
216402, 602, 1
160468, 603, 0
176105, 604, 0
216402, 605, 1
294303, 606, 2
216402, 607, 1
917301, 608, 10
216402, 609, 1
158359, 610, 0
294303, 611, 2
194113, 612, 0
138511, 613, 0
216402, 614, 1
761518, 615, 8
216402, 616, 1
138511, 617, 0
216402, 618, 1
294303, 619, 2
138511, 620, 0
142658, 621, 0
138377, 622, 0
216402, 623, 1
216402, 624, 1
142658, 625, 0
198733, 626, 0
216268, 627, 1
138511, 628, 0
214300, 629, 0
140415, 630, 0
140281, 631, 0
216402, 632, 1
149387, 633, 0
149387, 634, 0
216402, 635, 1
171683, 636, 0
149387, 637, 0
140281, 638, 0
230135, 639, 0
216402, 640, 1
162845, 641, 0
149387, 642, 0
605725, 643, 6
187518, 644, 0
294303, 645, 2
138511, 646, 0
216402, 647, 1
216402, 648, 1
138511, 649, 0
216402, 650, 1
209814, 651, 0
216402, 652, 1
216402, 653, 1
241216, 654, 0
216402, 655, 1
294159, 656, 2
187518, 657, 0
140281, 658, 0
216402, 659, 1
216402, 660, 1
294303, 661, 2
216402, 662, 1
216402, 663, 1
216402, 664, 1
216402, 665, 1
294303, 666, 2
225649, 667, 0
216268, 668, 1
216402, 669, 1
216402, 670, 1
216402, 671, 1
294303, 672, 2
183032, 673, 0
216402, 674, 1
216402, 675, 1
138511, 676, 0
140415, 677, 0
216402, 678, 1
227758, 679, 0
294303, 680, 2
216402, 681, 1
294159, 682, 2
140281, 683, 0
216402, 684, 1
218920, 685, 0
527843, 686, 5
216402, 687, 1
216402, 688, 1
294303, 689, 2
216402, 690, 1
216402, 691, 1
216402, 692, 1
216402, 693, 1
216402, 694, 1
216402, 695, 1
216402, 696, 1
294303, 697, 2
216402, 698, 1
142524, 699, 0
294303, 700, 2
216402, 701, 1
216402, 702, 1
216402, 703, 1
839409, 704, 9
216402, 705, 1
216402, 706, 1
294303, 707, 2
216402, 708, 1
138511, 709, 0
216402, 710, 1
138377, 711, 0
216402, 712, 1
216402, 713, 1
216402, 714, 1
261339, 715, 0
140415, 716, 0
138377, 717, 0
216402, 718, 1
216402, 719, 1
140415, 720, 0
216402, 721, 1
216402, 722, 1
527843, 723, 5
216402, 724, 1
158359, 725, 0
138511, 726, 0
162711, 727, 0
140415, 728, 0
216402, 729, 1
216412, 730, 1
216402, 731, 1
216402, 732, 1
216402, 733, 1
216402, 734, 1
144901, 735, 0
138511, 736, 0
294303, 737, 2
147144, 738, 0
216402, 739, 1
216402, 740, 1
917301, 741, 10
138377, 742, 0
138377, 743, 0
151630, 744, 0
216402, 745, 1
216402, 746, 1
142524, 747, 0
605735, 748, 6
216402, 749, 1
216402, 750, 1
216402, 751, 1
216402, 752, 1
138377, 753, 0
216402, 754, 1
216402, 755, 1
372060, 756, 3
182898, 757, 0
216402, 758, 1
216402, 759, 1
216402, 760, 1
294303, 761, 2
171683, 762, 0
31824, 764, 0
